Código_Actividad,identificacion,Código_Actividad,Hora del Dia,Etiqueta Interacción,Etiqueta Actividad,Etiqueta Actividad Resumida,Preocupación,Prisa,Irritación,Depresión,Tensión,Calma,Disfrute,Lugar de actividad,Zona_Actividad,Total en minutos de la actividad,Hora actividad redondeada,A_gusto_en_la_Interacción,Minutos*Preoc,Minutos*Prisa,Minutos*Irritación,Minutos*Depresión,Minutos*Tensión,Minutos*Calma,Minutos*Disfrute,Minutos*AgustInter
Claudia11113Julia17,Claudia11113Julia,Claudia11113Julia17,Noche,Con sus hijos jóvenes o nietos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",6,5,1,7,7,4,8,Casa donde vive,11,30,21:00:00,10,180,150,30,210,210,120,240,300
Claudia11113Julia18,Claudia11113Julia,Claudia11113Julia18,Noche,Con sus hijos jóvenes o nietos,Comió,"Dedicación personal (comió, bañó, descansó)",4,3,1,1,5,5,9,Casa donde vive,11,30,21:00:00,9,120,90,30,30,150,150,270,270
Claudia11113Julia19,Claudia11113Julia,Claudia11113Julia19,Noche,Con sus hijos jóvenes o nietos,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,5,7,7,Casa donde vive,11,15,21:00:00,9,15,15,15,15,75,105,105,135
Claudia11113Julia20,Claudia11113Julia,Claudia11113Julia20,Noche,Estaba solo,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,2,8,9,Casa donde vive,11,45,22:00:00,,45,45,45,45,90,360,405,
Claudia11113Raúl1,Claudia11113Raúl,Claudia11113Raúl1,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,9,10,Casa donde vive,11,15,6:00:00,,15,15,15,15,15,135,150,
Claudia11113Raúl2,Claudia11113Raúl,Claudia11113Raúl2,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,9,10,Casa donde vive,11,300,9:00:00,,300,300,300,300,300,2700,3000,
Claudia11113Raúl3,Claudia11113Raúl,Claudia11113Raúl3,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,9,9,Casa donde vive,11,10,12:00:00,,10,10,10,10,10,90,90,
Claudia11113Raúl4,Claudia11113Raúl,Claudia11113Raúl4,Mañana,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,8,7,"Viajó a algún lado (coche, caminando, bicicleta)",12,5,12:00:00,,5,5,5,5,5,40,35,
Claudia11113Raúl5,Claudia11113Raúl,Claudia11113Raúl5,Mañana,Con compañeros de trabajo / escuela / club,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,10,10,Lugar de trabajo,12,60,12:00:00,,60,60,60,60,60,600,600,
Claudia11113Raúl6,Claudia11113Raúl,Claudia11113Raúl6,Mañana,Con compañeros de trabajo / escuela / club,Trabajó,Trabajó,1,1,1,1,1,7,10,Lugar de trabajo,12,360,16:00:00,9,360,360,360,360,360,2520,3600,3240
Claudia11113Raúl7,Claudia11113Raúl,Claudia11113Raúl7,Tarde,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",11,5,19:00:00,,5,5,5,5,5,40,45,
Claudia11113Raúl8,Claudia11113Raúl,Claudia11113Raúl8,Tarde,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,9,9,Casa donde vive,11,20,19:00:00,,20,20,20,20,20,180,180,
Claudia11113Raúl9,Claudia11113Raúl,Claudia11113Raúl9,Tarde,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,1,9,Casa donde vive,11,30,19:00:00,,30,30,30,30,30,30,270,
Claudia11113Raúl10,Claudia11113Raúl,Claudia11113Raúl10,Tarde,Estaba solo,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)","2,65732484076433",1,1,5,1,5,2,Casa donde vive,11,300,22:00:00,,"797,197452229299",300,300,1500,300,1500,600,
Claudia11113Raúl11,Claudia11113Raúl,Claudia11113Raúl11,Tarde,Con compañeros de trabajo / escuela / club,Cuidó a los niños,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,5,5,1,5,2,3,Casa donde vive,11,240,0:00:00,5,240,1200,1200,240,1200,480,720,1200
Claudia11113Raúl12,Claudia11113Raúl,Claudia11113Raúl12,Noche,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,5,10,"Viajó a algún lado (coche, caminando, bicicleta)",11,5,0:00:00,,5,5,5,5,5,25,50,
Claudia11113Raúl13,Claudia11113Raúl,Claudia11113Raúl13,Noche,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,9,10,Casa donde vive,11,20,0:00:00,,20,20,20,20,20,180,200,
Claudia11113Raúl14,Claudia11113Raúl,Claudia11113Raúl14,Noche,Estaba solo,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,10,10,Casa donde vive,11,60,0:00:00,,60,60,60,60,60,600,600,
Claudia11113Raúl15,Claudia11113Raúl,Claudia11113Raúl15,Noche,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,9,10,Casa donde vive,11,30,0:00:00,,30,30,30,30,30,270,300,
Claudia11113Raúl16,Claudia11113Raúl,Claudia11113Raúl16,Noche,Estaba solo,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,10,10,Casa donde vive,11,60,0:00:00,,60,60,60,60,60,600,600,
Claudia11114Santiago1,Claudia11114Santiago,Claudia11114Santiago1,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",5,6,1,1,1,7,10,Casa donde vive,11,20,7:00:00,,100,120,20,20,20,140,200,
Claudia11114Santiago2,Claudia11114Santiago,Claudia11114Santiago2,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",4,4,1,1,1,7,8,Casa donde vive,11,10,7:00:00,,40,40,10,10,10,70,80,
Claudia11114Santiago3,Claudia11114Santiago,Claudia11114Santiago3,Mañana,Con otros familiares,Trabajó,Trabajó,6,6,1,1,1,6,9,Casa donde vive,11,240,9:00:00,10,1440,1440,240,240,240,1440,2160,2400
Claudia11114Santiago4,Claudia11114Santiago,Claudia11114Santiago4,Mañana,Con otros familiares,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,4,1,1,1,7,9,Casa donde vive,11,60,12:00:00,9,120,240,60,60,60,420,540,540
Claudia11114Santiago5,Claudia11114Santiago,Claudia11114Santiago5,Tarde,Con otros familiares,Comió,"Dedicación personal (comió, bañó, descansó)",1,3,1,1,1,7,8,Casa donde vive,11,30,13:00:00,9,30,90,30,30,30,210,240,270
Claudia11114Santiago6,Claudia11114Santiago,Claudia11114Santiago6,Tarde,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,4,1,1,1,7,7,Casa donde vive,11,30,13:00:00,,30,120,30,30,30,210,210,
Claudia11114Santiago7,Claudia11114Santiago,Claudia11114Santiago7,Tarde,Estaba solo,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,7,9,Casa donde vive,11,135,15:00:00,,135,135,135,135,135,945,1215,
Claudia11114Santiago8,Claudia11114Santiago,Claudia11114Santiago8,Tarde,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",3,3,1,1,1,7,8,Casa donde vive,11,10,16:00:00,,30,30,10,10,10,70,80,
Claudia11114Santiago9,Claudia11114Santiago,Claudia11114Santiago9,Tarde,Con otros familiares,Trabajó,Trabajó,3,3,3,1,1,7,8,Casa donde vive,11,120,17:00:00,9,360,360,360,120,120,840,960,1080
Claudia11114Santiago10,Claudia11114Santiago,Claudia11114Santiago10,Noche,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",3,1,1,1,1,8,8,Casa donde vive,11,15,18:00:00,,45,15,15,15,15,120,120,
Claudia11114Santiago11,Claudia11114Santiago,Claudia11114Santiago11,Noche,Con otros familiares,Trabajó,Trabajó,1,1,1,1,1,7,8,Casa donde vive,11,120,19:00:00,9,120,120,120,120,120,840,960,1080
Claudia11114Santiago12,Claudia11114Santiago,Claudia11114Santiago12,Noche,Estaba solo,Leyó / Estudió,Leyó o estudió,1,1,1,1,1,8,10,Casa donde vive,11,90,21:00:00,,90,90,90,90,90,720,900,
Claudia11114Santiago13,Claudia11114Santiago,Claudia11114Santiago13,Noche,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,10,Casa donde vive,11,30,22:00:00,,30,30,30,30,30,240,300,
Claudia11114Santiago14,Claudia11114Santiago,Claudia11114Santiago14,Noche,Con otros familiares,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,7,9,Casa donde vive,11,30,22:00:00,10,30,30,30,30,30,210,270,300
Claudia11114Santiago15,Claudia11114Santiago,Claudia11114Santiago15,Noche,Estaba solo,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,8,9,Casa donde vive,11,120,0:00:00,,120,120,120,120,120,960,1080,
Claudia11118Salvador1,Claudia11118Salvador,Claudia11118Salvador1,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,3,8,8,Casa donde vive,11,15,9:00:00,,15,15,15,15,45,120,120,
Claudia11118Salvador2,Claudia11118Salvador,Claudia11118Salvador2,Mañana,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,8,Casa donde vive,11,60,9:00:00,9,60,60,60,60,60,480,480,540
Claudia11118Salvador3,Claudia11118Salvador,Claudia11118Salvador3,Mañana,Estaba solo,Trabajó,Trabajó,1,1,1,1,3,7,8,Casa donde vive,11,180,11:00:00,,180,180,180,180,540,1260,1440,
Claudia11118Salvador4,Claudia11118Salvador,Claudia11118Salvador4,Tarde,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,7,8,Casa donde vive,11,60,13:00:00,10,60,60,60,60,60,420,480,600
Claudia11118Salvador5,Claudia11118Salvador,Claudia11118Salvador5,Tarde,Estaba solo,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,9,Casa donde vive,11,60,14:00:00,,60,60,60,60,60,480,540,
Claudia11118Salvador6,Claudia11118Salvador,Claudia11118Salvador6,Tarde,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,8,Casa donde vive,11,30,15:00:00,10,30,30,30,30,30,240,240,300
Claudia11118Salvador7,Claudia11118Salvador,Claudia11118Salvador7,Tarde,Estaba solo,Trabajó,Trabajó,1,1,1,1,3,7,8,Casa donde vive,11,240,17:00:00,,240,240,240,240,720,1680,1920,
Claudia11118Salvador8,Claudia11118Salvador,Claudia11118Salvador8,Noche,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,8,Casa donde vive,11,15,19:00:00,,15,15,15,15,15,120,120,
Claudia11118Salvador9,Claudia11118Salvador,Claudia11118Salvador9,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,5,1,1,8,8,Casa donde vive,11,60,20:00:00,10,60,60,300,60,60,480,480,600
Claudia11118Salvador10,Claudia11118Salvador,Claudia11118Salvador10,Noche,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,8,Casa donde vive,11,30,21:00:00,10,30,30,30,30,30,240,240,300
Claudia11118Salvador11,Claudia11118Salvador,Claudia11118Salvador11,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,8,8,Casa donde vive,11,60,21:00:00,10,60,60,60,60,60,480,480,600
Claudia11402Juan Manuel1,Claudia11402Juan Manuel,Claudia11402Juan Manuel1,Mañana,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",7,1,1,5,1,8,9,Casa donde vive,11,60,8:00:00,8,420,60,60,300,60,480,540,480
Claudia11402Juan Manuel2,Claudia11402Juan Manuel,Claudia11402Juan Manuel2,Mañana,Con su pareja,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,2,7,9,Casa donde vive,11,60,9:00:00,8,60,60,60,60,120,420,540,480
Claudia11402Juan Manuel3,Claudia11402Juan Manuel,Claudia11402Juan Manuel3,Tarde,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,3,1,1,7,8,Casa donde vive,11,60,10:00:00,8,60,60,180,60,60,420,480,480
Claudia11402Juan Manuel4,Claudia11402Juan Manuel,Claudia11402Juan Manuel4,Tarde,Estaba solo,Leyó / Estudió,Leyó o estudió,8,1,3,1,1,7,8,Casa donde vive,11,60,11:00:00,,480,60,180,60,60,420,480,
Claudia11402Juan Manuel5,Claudia11402Juan Manuel,Claudia11402Juan Manuel5,Tarde,Con su pareja,Trabajó,Trabajó,3,1,3,1,1,7,8,Casa donde vive,11,150,12:00:00,8,450,150,450,150,150,1050,1200,1200
Claudia11402Juan Manuel6,Claudia11402Juan Manuel,Claudia11402Juan Manuel6,Noche,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",3,1,3,1,1,7,8,Casa donde vive,11,30,14:00:00,8,90,30,90,30,30,210,240,240
Claudia11402Juan Manuel7,Claudia11402Juan Manuel,Claudia11402Juan Manuel7,Noche,Con su pareja,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,7,8,Casa donde vive,11,60,15:00:00,9,60,60,60,60,60,420,480,540
Claudia11402Juan Manuel8,Claudia11402Juan Manuel,Claudia11402Juan Manuel8,Noche,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,7,9,Casa donde vive,11,10,15:00:00,,10,10,10,10,10,70,90,
Claudia11402Juan Manuel9,Claudia11402Juan Manuel,Claudia11402Juan Manuel9,Noche,Con su pareja,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,6,8,Casa donde vive,11,40,16:00:00,9,40,40,40,40,40,240,320,360
Claudia11402Juan Manuel10,Claudia11402Juan Manuel,Claudia11402Juan Manuel10,Noche,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,6,8,Casa donde vive,11,30,16:00:00,9,30,30,30,30,30,180,240,270
Claudia11402Juan Manuel11,Claudia11402Juan Manuel,Claudia11402Juan Manuel11,Noche,Con su pareja,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,3,1,6,8,Casa donde vive,11,30,17:00:00,9,30,30,30,90,30,180,240,270
Claudia11402Juan Manuel12,Claudia11402Juan Manuel,Claudia11402Juan Manuel12,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,"1,62559846792212",1,7,8,Casa donde vive,11,120,18:00:00,9,120,120,120,"195,071816150654",120,840,960,1080
Claudia12302Sergio1,Claudia12302Sergio,Claudia12302Sergio1,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",8,1,1,1,6,4,8,Casa donde vive,12,20,10:00:00,,160,20,20,20,120,80,160,
Claudia12302Sergio2,Claudia12302Sergio,Claudia12302Sergio2,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",6,1,1,1,6,4,8,Casa donde vive,12,10,10:00:00,,60,10,10,10,60,40,80,
Claudia12302Sergio3,Claudia12302Sergio,Claudia12302Sergio3,Mañana,Con amigos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",8,1,1,1,7,4,8,"Viajó a algún lado (coche, caminando, bicicleta)",10,10,11:00:00,10,80,10,10,10,70,40,80,100
Claudia12302Sergio4,Claudia12302Sergio,Claudia12302Sergio4,Mañana,Con amigos,Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",8,1,6,1,6,4,8,Organismos de servicios privado ,10,80,11:00:00,10,640,80,480,80,480,320,640,800
Claudia12302Sergio5,Claudia12302Sergio,Claudia12302Sergio5,Tarde,Con amigos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",6,1,1,1,6,4,8,"Viajó a algún lado (coche, caminando, bicicleta)",12,15,12:00:00,10,90,15,15,15,90,60,120,150
Claudia12302Sergio6,Claudia12302Sergio,Claudia12302Sergio6,Tarde,Con amigos,Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",7,1,1,1,6,4,8,Organismos de servicios privado ,12,120,13:00:00,10,840,120,120,120,720,480,960,1200
Claudia12302Sergio7,Claudia12302Sergio,Claudia12302Sergio7,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",6,1,1,1,7,4,8,"Viajó a algún lado (coche, caminando, bicicleta)",12,5,14:00:00,,30,5,5,5,35,20,40,
Claudia12302Sergio8,Claudia12302Sergio,Claudia12302Sergio8,Tarde,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",7,1,1,1,6,4,8,Casa donde vive,12,45,15:00:00,,315,45,45,45,270,180,360,
Claudia12302Sergio9,Claudia12302Sergio,Claudia12302Sergio9,Tarde,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",7,1,1,1,7,4,8,Casa donde vive,12,60,16:00:00,,420,60,60,60,420,240,480,
Claudia12302Sergio10,Claudia12302Sergio,Claudia12302Sergio10,Tarde,Con amigos,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",6,1,1,1,7,4,8,"Viajó a algún lado (coche, caminando, bicicleta)",12,5,16:00:00,10,30,5,5,5,35,20,40,50
Claudia12302Sergio11,Claudia12302Sergio,Claudia12302Sergio11,Tarde,Con amigos,Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",6,1,1,1,6,3,8,Bar o café,12,105,17:00:00,10,630,105,105,105,630,315,840,1050
Claudia12302Sergio12,Claudia12302Sergio,Claudia12302Sergio12,Noche,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",7,1,1,1,7,4,8,"Viajó a algún lado (coche, caminando, bicicleta)",12,5,18:00:00,,35,5,5,5,35,20,40,
Claudia12302Sergio13,Claudia12302Sergio,Claudia12302Sergio13,Noche,Estaba solo,Leyó / Estudió,Leyó o estudió,6,1,1,5,7,4,8,Casa donde vive,12,60,18:00:00,,360,60,60,300,420,240,480,
